,acc_phone_x,acc_phone_y,acc_phone_z,labelStanding,labelSitting,labelWalking,gyr_phone_x,gyr_phone_y,gyr_phone_z,bar_phone_x,lin_acc_phone_x,lin_acc_phone_y,lin_acc_phone_z,mag_phone_x,mag_phone_y,mag_phone_z,prox_phone_distance,pca_1,pca_2,pca_3,pca_4,acc_phone_x_temp_mean_ws_3,acc_phone_y_temp_mean_ws_3,acc_phone_z_temp_mean_ws_3,gyr_phone_x_temp_mean_ws_3,gyr_phone_y_temp_mean_ws_3,gyr_phone_z_temp_mean_ws_3,bar_phone_x_temp_mean_ws_3,lin_acc_phone_x_temp_mean_ws_3,lin_acc_phone_y_temp_mean_ws_3,lin_acc_phone_z_temp_mean_ws_3,mag_phone_x_temp_mean_ws_3,mag_phone_y_temp_mean_ws_3,mag_phone_z_temp_mean_ws_3,prox_phone_distance_temp_mean_ws_3,pca_1_temp_mean_ws_3,pca_2_temp_mean_ws_3,pca_3_temp_mean_ws_3,pca_4_temp_mean_ws_3,acc_phone_x_temp_std_ws_3,acc_phone_y_temp_std_ws_3,acc_phone_z_temp_std_ws_3,gyr_phone_x_temp_std_ws_3,gyr_phone_y_temp_std_ws_3,gyr_phone_z_temp_std_ws_3,bar_phone_x_temp_std_ws_3,lin_acc_phone_x_temp_std_ws_3,lin_acc_phone_y_temp_std_ws_3,lin_acc_phone_z_temp_std_ws_3,mag_phone_x_temp_std_ws_3,mag_phone_y_temp_std_ws_3,mag_phone_z_temp_std_ws_3,prox_phone_distance_temp_std_ws_3,pca_1_temp_std_ws_3,pca_2_temp_std_ws_3,pca_3_temp_std_ws_3,pca_4_temp_std_ws_3,temp_pattern_labelStanding,temp_pattern_labelSitting,temp_pattern_labelWalking,temp_pattern_labelStanding(b)labelStanding,temp_pattern_labelStanding(b)labelSitting,temp_pattern_labelSitting(b)labelSitting,temp_pattern_labelSitting(b)labelWalking,temp_pattern_labelWalking(b)labelWalking,acc_phone_x_max_freq,acc_phone_x_freq_weighted,acc_phone_x_pse,acc_phone_x_freq_0.0_Hz_ws_2,acc_phone_x_freq_0.05_Hz_ws_2,acc_phone_y_max_freq,acc_phone_y_freq_weighted,acc_phone_y_pse,acc_phone_y_freq_0.0_Hz_ws_2,acc_phone_y_freq_0.05_Hz_ws_2,acc_phone_z_max_freq,acc_phone_z_freq_weighted,acc_phone_z_pse,acc_phone_z_freq_0.0_Hz_ws_2,acc_phone_z_freq_0.05_Hz_ws_2,gyr_phone_x_max_freq,gyr_phone_x_freq_weighted,gyr_phone_x_pse,gyr_phone_x_freq_0.0_Hz_ws_2,gyr_phone_x_freq_0.05_Hz_ws_2,gyr_phone_y_max_freq,gyr_phone_y_freq_weighted,gyr_phone_y_pse,gyr_phone_y_freq_0.0_Hz_ws_2,gyr_phone_y_freq_0.05_Hz_ws_2,gyr_phone_z_max_freq,gyr_phone_z_freq_weighted,gyr_phone_z_pse,gyr_phone_z_freq_0.0_Hz_ws_2,gyr_phone_z_freq_0.05_Hz_ws_2,mag_phone_x_max_freq,mag_phone_x_freq_weighted,mag_phone_x_pse,mag_phone_x_freq_0.0_Hz_ws_2,mag_phone_x_freq_0.05_Hz_ws_2,mag_phone_y_max_freq,mag_phone_y_freq_weighted,mag_phone_y_pse,mag_phone_y_freq_0.0_Hz_ws_2,mag_phone_y_freq_0.05_Hz_ws_2,mag_phone_z_max_freq,mag_phone_z_freq_weighted,mag_phone_z_pse,mag_phone_z_freq_0.0_Hz_ws_2,mag_phone_z_freq_0.05_Hz_ws_2,cluster
2020-06-05 12:47:00,-2.1314496249450903,-8.730611515673537,7.8787209872723905,1.0,0.0,0.0,0.16728029463949753,-0.3787209036534088,-0.1980593624754696,985.53190612,0.2696940511,0.006946199834,0.06649395168,27.50371065834775,36.759555150948685,-39.73411404597715,2.5,0.25451723883377897,-0.2906051499921423,0.0818982782484475,0.2555223704827966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2020-06-05 12:47:10,-0.8021513353820429,-9.032764873537262,5.302457820734742,1.0,0.0,0.0,0.11777126520523827,-0.2810793053715634,-0.1297517680929213,985.55112459,-0.8921690413,0.2796360719,0.132203207,20.92167298063384,36.06936046493431,-27.489517407567593,3.412550547860938,0.12287897814241973,-0.15629600168752972,0.044105492561551836,0.1364263294737569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2020-06-05 12:47:20,0.3648897737240849,-9.30558756648774,3.0341959032351102,1.0,0.0,0.0,0.07217239345393521,-0.18745239633883365,-0.06910617340046707,985.57473754,-0.150730256,-0.01303227425,0.017974340919999998,15.254274085590286,35.63403059609457,-16.855927686109094,3.2515706317757087,0.03493549208782098,-0.0425557488754613,-0.03514910029122727,0.027788908087537003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0.05,0.02134113607411393,0.6515044187968101,-2.5687111866030485,-1.9128188441161116,0.05,-0.0008234287067937468,0.0024262521544910283,-27.06896395569854,0.4385647043389636,0.0,0.009310541931223342,0.19778839737303106,16.215374711242244,3.7103941252874635,0.0,0.008417113840224831,0.16590558900413405,0.357223953298671,0.0723084653099108,0.05,0.0072831469843611185,0.12859992959752467,-0.8472526053638059,-0.1444550527982103,0.05,0.009951654763516084,0.22186532437695544,-0.3969173039688579,-0.0986303917287754,0.0,0.0064407184232212105,0.10342008479684356,63.67965772457189,9.415737125235687,0.0,0.0004150374560764196,0.0007402225636456043,108.46294621197755,0.9078596204342446,0.05,0.008638935089040905,0.1736279270928197,-84.07955913965384,-17.561391499138807,0
2020-06-05 12:47:30,1.2456477579254404,-9.526880963114195,1.3123199149501583,1.0,0.0,0.0,0.03400748885604666,-0.10243225031358363,-0.0217672056221045,985.5600280899997,-0.009116686285,0.016265784499999998,0.012345811129999999,11.162630495379501,35.644726890312036,-9.021434259115297,3.2750221738524563,-0.04737847464145094,0.02399346871068796,-0.08850730638128565,-0.059929713334802924,-0.33076585716940193,-9.148961229703183,4.3819236565481,0.09780786053867943,-0.23742121391934734,-0.1046711273977406,985.554449085,-0.19558048312125,0.07245394549600001,0.0572543276825,18.710572054987843,36.0269182755724,-23.275248349692287,3.109785838372276,0.09123830860564218,-0.11636585796111135,0.0005868410343716039,0.08995197367732187,1.4644319653311328,0.3444189361281426,2.8468586165033134,0.05759809379157262,0.11915051306917784,0.07635078516780927,0.017907021351684083,0.4961506162392522,0.1386610993821196,0.05556496912495827,7.09755054559471,0.5288317672794346,13.329581358906774,0.4126787338816585,0.1291585082638014,0.13796427080043075,0.07685537816512315,0.13650664070554275,1,0,0,1,0,0,0,0,0.0,0.10058522493666083,0.5029741205647007,0.8083861962674823,-1.6074201012068057,0.05,-0.00069767972517703,0.0018123808569264878,-27.8652334031392,0.3834693912637057,0.0,0.012244316056829782,0.3143260567622306,9.648973638920012,3.1291999116421074,0.0,0.011204789901051785,0.271365111596679,0.22395114751522016,0.06468132405024732,0.05,0.009626417919001484,0.20953395921421766,-0.5709639520239806,-0.13613698204535474,0.05,0.013824853442815154,0.3814861954768217,-0.2206251471154929,-0.0843150785816355,0.0,0.007005421198846486,0.12004965667219478,47.338577561603636,7.7132206901489475,0.0,0.00019947546070829474,0.000193168981363877,107.34811795134092,0.4299817217310107,0.05,0.01071210675019523,0.2515579483848629,-53.366879352791976,-14.550836434955395,0
2020-06-05 12:47:40,1.7821243430683649,-9.684275908154024,0.2499906826904681,1.0,0.0,0.0,0.006582328648066343,-0.031709726481364754,0.009444705627454251,985.5626068,0.36907961409999995,0.09429629266,-0.0030674493310000003,8.90311379057394,36.15590372807417,-4.491147636999781,3.2770015576420577,-0.09866409231215358,0.07242586498189968,-0.1205822480423758,-0.10985119108809163,0.6476276348339618,-9.387377327823305,2.47474108040262,0.05763336904082163,-0.15066841962633634,-0.05279511037200965,985.562124255,-0.17073409237125,0.09429146870249999,0.03986397742975,14.060422838044394,35.876005419853776,-14.464506747447944,3.30403622778279,0.0029429758191590466,-0.02560810421760084,-0.05003329053833422,-0.0013914167154001622,1.1293819267195977,0.2828719315967741,2.206785668520113,0.04827815491384396,0.1077620198529585,0.06062151299527304,0.009741908539732544,0.5286421482281035,0.131604223785196,0.0621987309205224,5.2756380780836505,0.27554238026301586,10.074137297411637,0.07325909532040263,0.0970642577903707,0.09905810476437338,0.07197465966766871,0.10806707384512043,1,0,0,1,0,0,0,0,0.0,-0.025605337039199608,0.3314001144382594,3.39266187471789,-1.1489962767728177,0.05,-0.0005315828917329882,0.0011186088286561954,-28.51674443775596,0.299990869146372,0.0,0.016446639243305347,0.4915690381375184,4.596506500875737,2.253040604414797,0.0,0.015754853194406632,0.4632349676119514,0.11276221095804825,0.05187748470187871,0.05,0.01361855254246308,0.3726630933770764,-0.32159437313378203,-0.12038140794135944,0.05,0.021799319542858717,0.6610695555633752,-0.08142867339511732,-0.06294492340314195,0.0,0.006439589316497407,0.10338787307377532,35.320018371543725,5.221401942613563,0.0,-0.00012423660868609925,7.986366455957731e-05,107.43466121448077,-0.2662847130985355,0.05,0.012478501805000321,0.3241762335382025,-30.368509582224174,-10.099636738051554,0
2020-06-05 12:47:50,1.9903436870889588,-9.776106016824972,-0.18227699371562034,1.0,0.0,0.0,-0.007581361401878046,0.018391463769611708,0.02495097349240094,985.59306335,-0.1009764442,-0.057919009920000014,-0.39802990969999996,8.297484421304206,37.06999397555008,-3.016829137556464,3.2504204668090217,-0.11619956539323888,0.1095636535651606,-0.13035222952074638,-0.12486376876732184,1.3457513904517122,-9.573212613645232,1.1035573767900293,0.026295212389042547,-0.0758007273410426,-0.014119424975679097,985.572608945,0.02706405690375,0.009902698247499998,-0.09269430174525,10.904375698211982,36.12616379750772,-8.34633467994516,3.2635037075198112,-0.05682666006475561,0.04085680959557174,-0.09364772105890876,-0.06671394127566985,0.7252656596204238,0.2059697195770804,1.4321188319855314,0.035120815233331285,0.08942691322874305,0.041488132193366806,0.015069112091905775,0.23543496990730975,0.06400147057356555,0.20375130260605828,3.1511502065836914,0.6747039973195325,6.221870807476789,0.014473383718511881,0.06778660978803609,0.06572483762558813,0.0428998919191613,0.0688453315899894,1,0,0,1,0,0,0,0,0.0,-0.0073167554053849716,0.08217579565990442,5.018115788082763,-0.6405862571532215,0.05,-0.0003531655296986514,0.0005371502217004759,-28.98726288809319,0.2033099993753016,0.0,0.02404484991046995,0.6902334563660506,1.3800336039250058,1.2784630704627344,0.05,0.02555489109497373,0.6921625342198352,0.03300845610223496,0.03450700523295252,0.05,0.022638869723403888,0.6755175879649706,-0.11575051302533668,-0.09577311895770713,0.0,0.07397516588176094,0.31407916518948303,0.012628473497750693,-0.0389650451820321,0.0,0.004142740473298669,0.047052894621487464,28.363228707257647,2.5623313894404287,0.0,-0.00044865634957095516,0.0008260386323447579,108.87062459393628,-0.9682219615000848,0.05,0.01208303998753585,0.3075740949830571,-16.529411033671547,-5.267445871837175,0
2020-06-05 12:48:00,1.9477107404593417,-9.809925998520432,-0.13507322934140684,1.0,0.0,0.0,-0.0075047547212772295,0.04216334359328015,0.027970463465010573,985.57579804,-0.4173803928,-0.1133207935,0.3319019938,8.836876159791471,38.16999108709683,-3.745677424275422,3.273369226834333,-0.12764741040802027,0.10378414815885358,-0.11900255779969166,-0.11532038184070087,1.7414566321355265,-9.699297221653406,0.31124009364589983,0.006375925345239434,-0.01839679235801413,0.010149734240690315,985.57287407,-0.03959847729625,-0.015169431565000006,-0.014212388525250003,9.30002621676228,36.76015392025828,-5.068772114486741,3.2689533562844675,-0.09747238568871593,0.07744178385415043,-0.11461108543602487,-0.10249126375772932,0.3425229071569933,0.12661137831267782,0.6949021506079648,0.019587623956854712,0.06392729793582189,0.02277310686624074,0.015128259019661219,0.32374545169183744,0.09024436065184838,0.2988537004688028,1.2710143193132872,1.109494997848392,2.7029759899297767,0.012444168604720076,0.0354591758937127,0.03919020500371954,0.018111973115657844,0.02904461714846425,1,0,0,1,0,0,0,0,0.0,-0.0016888988917830366,0.008364194686539747,5.7201787706166645,-0.18690287070578535,0.05,-0.0001864441928757608,0.00016824767350325477,-29.27030792349943,0.10874009951867693,0.05,0.05986790303521434,0.1221754431632438,-0.06735954036655911,0.4086657942189817,0.05,0.12563494941810818,0.5792572136130616,-0.00850378747508893,0.014125386709643981,0.0,0.09351734655378853,0.4683432214924453,0.028845080881527107,-0.061987130162810676,0.0,-0.018760710224207982,0.2517837259029857,0.06236614258486576,-0.017016012851251504,0.0,0.0006368792035909576,0.0016145296226926964,26.03747437166961,0.33593350002610123,0.0,-0.0006659077734632449,0.0016690505101827455,111.39588879072107,-1.4640888032492825,0.05,0.004488575230460697,0.05430933346318189,-11.253654198831669,-1.1098943560838377,0
2020-06-05 12:48:10,1.7649443778311131,-9.799564705538828,0.1715710938125933,1.0,0.0,0.0,0.005618326181583885,0.0361947087332191,0.02337200809320368,985.57278443,0.33945688869999996,0.09301107466,-0.03116975248,9.876435524816637,39.18934561581639,-5.525469084828408,3.3248115202239243,-0.12310820732132045,0.08365166702724547,-0.106895785684042,-0.10462803869575453,1.8712807871119448,-9.767468157259565,0.026052888361508555,-0.0007213653233762617,0.016259947403686553,0.021434537669517358,985.576063155,0.047544916449999995,0.004016890974999996,-0.025091279427750003,8.978477474121561,37.64630860163437,-4.194780820915018,3.2814006928773343,-0.11640481885868327,0.09235633343328983,-0.11920820526171395,-0.11366584509796722,0.11441709571105513,0.0572375739792375,0.216553803490732,0.007886899516015277,0.033536117933142165,0.008217735108495427,0.012660969466715804,0.3771875303198208,0.10594735031450138,0.2983562836643367,0.6572190948259381,1.3176559753449284,1.0720429989189677,0.031241698501507775,0.012729320340720754,0.017317444051734576,0.009621421187195923,0.008648015497147016,1,0,0,1,0,0,0,0,0.0,0.0011479851385906349,0.004692251504135133,5.702998805379415,0.13401612794373152,0.05,-4.877776471929129e-05,1.412142555479881e-05,-29.385596720884234,0.028639335204658774,0.0,0.028952208889634182,0.6447863087149359,-0.14577912924443387,-0.2005259259512136,0.05,0.02060776439674266,0.6338745246290332,-0.009467789941571393,-0.0066381471320313724,0.0,-0.013682877664691472,0.1808467460498472,0.09674951609611096,-0.02078756239363792,0.0,-0.0004765329845616592,0.0009201936101430168,0.0762934450506152,-0.0007202622867061859,0.0,-0.002040664956162879,0.011481310854137849,27.01079610591232,-1.0591714209998475,0.0,-0.0007133838325077654,0.0018850153241108797,114.42933067846329,-1.6096743759065362,0.05,-0.0075860389405491765,0.08635641184743319,-12.287975646660293,1.6187441169954506,0
2020-06-05 12:48:20,1.5523111053481968,-9.76181985703532,0.512582744871477,1.0,0.0,0.0,0.028270190192422637,0.0009349684438434166,0.016195607950648127,985.54341126,-0.17931773190000005,0.03974761784,-0.07247740746,10.848099377747113,39.896774722256474,-7.255414098794953,3.4269747401084283,-0.12232855649228785,0.04831144407307438,-0.08684081505314578,-0.09407719270005213,1.8138274776819028,-9.786854144479886,0.09170090390676078,0.004700600062712812,0.024421121134988597,0.02312226325031583,985.57126427,-0.08955442005000001,-0.00962027773,-0.04244376896000001,9.464723870914854,38.58152635017994,-4.885847436363812,3.3188939884939264,-0.12232093490371684,0.0863277282060835,-0.11077284701440646,-0.10972234550095736,0.19988585966743805,0.021879264211004543,0.32146081523024445,0.016893638476583785,0.018631156332591044,0.004996337078241649,0.020606277455708817,0.3160740874303761,0.09319683132763716,0.29866669073951163,1.131352429609829,1.2319921444884685,1.898875024730167,0.07848055629140907,0.004706816402123113,0.02767088715343641,0.018608726602441297,0.01330818642016386,1,0,0,1,0,0,0,0,0.0,0.002602452618696184,0.020456052789844845,5.264966223638653,0.2890829988696866,0.05,4.9716285788130184e-05,1.4686315128177735e-05,-29.371310561094578,-0.02923371723335855,0.0,-0.3316746092757515,0.68338546569871,0.5490806093426635,-0.477150148683442,0.0,-0.6318394824762085,0.69025548127655,0.02638376165272929,-0.02444901290828049,0.0,0.011467662097038185,0.2820924244314291,0.07929302077034267,0.02359850500474889,0.0,0.005405535884859621,0.07569899752749701,0.06753807950886237,0.008186655443084667,0.0,-0.0027204134252245024,0.01840246749790635,29.56141106235522,-1.5253912914904042,0.0,-0.0005924374499388605,0.0013566148455948625,117.25611142516969,-1.3730690819396043,0.05,-0.009526015522913076,0.11679864533002565,-16.52656060789878,2.6447641675362576,0
2020-06-05 12:48:30,1.3909114270654552,-9.713647809496543,0.7152793977355772,1.0,0.0,0.0,0.05514103938178128,-0.058408318677773075,0.010306010691790508,985.50592804,0.09418519557,0.06663311541,-0.035876176360000005,11.417283077045578,40.16883932086938,-8.166584081111077,3.4666794500717635,-0.12422261790106505,0.010500055039018468,-0.0765375314192526,-0.09143575772620907,1.6639694126760267,-9.77123959264778,0.3160900017695601,0.020381200258627642,0.005221175523142399,0.019461022550163225,985.5494804425,-0.04076401010750001,0.0215177536025,0.048094664375000006,10.244673534850198,39.35623768650977,-6.173286172252464,3.3729587343096123,-0.1243266980306734,0.06156182857454798,-0.09731917248903303,-0.10136534274067917,0.2434018116758985,0.04360617282442924,0.3752312832582911,0.02748364067464482,0.04615613951443874,0.007792807949958752,0.03250301786662375,0.3285403341742119,0.09248504845231867,0.19010363368001926,1.133817823047311,0.8921015751315964,1.9542422755701263,0.0893262291991355,0.002346291583374725,0.04104291510105044,0.019179444716716083,0.010910271777132479,1,0,0,1,0,0,0,0,0.0,0.0029324513680064816,0.02533987771145137,4.708166910244764,0.293333111624287,0.05,0.00010538085097563684,5.941882300970453e-05,-29.27503237207069,-0.06183087227289619,0.0,-0.02311003746913184,0.3044815716718077,1.3994332364196476,-0.4423599774909338,0.0,-0.034081737095890706,0.4069833552191521,0.0890295557557878,-0.03608728860551808,0.05,0.07437262856289631,0.3183933764459184,-0.02127864150071056,0.06493138385018392,0.0,0.008435059762527132,0.16652540593248036,0.04987362673564232,0.010121198771984363,0.0,-0.002033726456574855,0.011416499228528686,32.14181797960933,-1.2562557025797094,0.0,-0.00035615688433524847,0.0005453850154309527,119.25495965894224,-0.8434614057465382,0.05,-0.005824371904892669,0.05950303407960057,-20.94746726473443,2.1855300051246083,0
